policy_number,age,months_as_customer,policy_state,policy_csl,policy_deductable,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,capital-gains,capital-loss,incident_type,incident_severity,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,property_damage,police_report_available,total_claim_amount,auto_make,auto_year,vehicle_claim,property_claim,injury_claim,fraud_reported
POL14204384,18,131,OH,500/1000,1500,3787.17,F,High School,Other,19407.57903864097,8971.630803084798,Broken Windshield,Minor Damage,16,1,1,1,YES,NO,2633.85,Ford,2013,1280.67,357.78,743.45,N
POL50462176,20,225,NY,250/500,500,1938.99,M,BS,Education,34931.72931105798,27082.91707936554,Hit and Run,Total Loss,6,2,0,0,NO,NO,25995.20009245521,Mercedes,2023,2279.58,1735.72,640.87,Y
POL43493941,64,91,PA,100/300,1500,2528.6,M,BS,Other,45931.13003333105,25992.891431872886,Broken Windshield,Trivial Damage,5,1,0,0,YES,YES,2970.33,Ford,2022,1324.69,646.9,712.66,N
POL66740788,41,165,IN,250/500,2000,1041.7,F,PhD,Retail,20293.883163361155,18810.299529347645,Fire Damage,Minor Damage,19,1,0,1,NO,YES,6586.33,Mercedes,2023,3291.21,2379.17,1225.91,N
POL69858574,44,168,IN,100/300,1500,1657.82,M,BS,Other,28025.950836385106,27313.179139200463,Fire Damage,Trivial Damage,22,2,1,0,YES,YES,352.62,Toyota,2008,163.61,97.72,36.62,N
POL91106672,57,91,NY,100/300,2000,2844.25,F,MS,Education,42073.046648201,1627.1126632170362,Single Vehicle Collision,Total Loss,11,1,1,2,YES,NO,8170.6,Nissan,2019,6314.9,1212.56,2071.26,N
POL64187939,53,80,OH,500/1000,1000,953.42,M,MS,Education,23883.49612375687,23568.88748463332,Multi-Vehicle Collision,Major Damage,22,2,0,0,NO,YES,9989.75,BMW,2010,7530.35,2173.0,1246.68,N
POL78953770,51,141,IN,500/1000,1500,3067.73,M,High School,Education,14456.57907375682,4365.343236454881,Fire Damage,Trivial Damage,7,3,2,1,YES,YES,3151.65,Honda,2010,1780.69,1166.03,294.74,N
POL12493164,46,70,OH,250/500,2000,2256.26,M,PhD,Retail,12908.451398892872,10227.204700052775,Parked Car Damage,Total Loss,8,2,1,0,YES,YES,4253.7,Honda,2014,1865.5,1422.71,822.25,N
POL59824378,41,213,NY,250/500,1000,656.45,F,PhD,Other,3594.1908179162874,21887.51585220026,Vehicle Rollover,Trivial Damage,16,1,2,1,YES,NO,1967.15,Ford,2024,1098.69,498.41,218.47,N
POL04704079,41,178,IN,500/1000,500,2455.02,M,BS,Medical,16518.121919889716,6290.517825017555,Broken Windshield,Minor Damage,15,2,1,0,YES,NO,6766.63,BMW,2025,3618.89,716.38,346.82,N
POL36518756,59,64,IL,500/1000,1000,1765.13,F,High School,Medical,34292.961162632666,6936.142531645072,Fire Damage,Major Damage,2,2,0,0,YES,NO,7791.87,Chevrolet,2007,3602.06,2284.54,1501.03,N
POL92692032,21,220,PA,100/300,1500,801.4,M,MS,Construction,2942.0777684416976,6361.4125414272985,Fire Damage,Minor Damage,21,3,1,1,NO,YES,6253.73,Audi,2025,4435.7,2077.28,366.11,N
POL73571256,20,51,OH,100/300,1000,1820.16,F,PhD,Construction,13714.559234028495,13687.152730347008,Theft,Major Damage,20,1,3,1,YES,YES,6580.17,Honda,2021,4804.79,773.63,127.6,N
POL72123008,51,222,OH,500/1000,500,1823.43,F,High School,Medical,5580.081321199265,2429.5506682846635,Vehicle Rollover,Major Damage,9,1,1,0,YES,YES,3506.19,Chevrolet,2010,1806.47,420.44,337.32,N
POL57895915,74,29,OH,100/300,1000,2097.83,F,BS,Tech,20223.901798226845,26595.658159222072,Fire Damage,Minor Damage,10,2,0,1,NO,YES,1153.75,Chevrolet,2008,781.44,235.92,126.88,N
POL32425660,66,184,OH,250/500,1500,2149.14,F,PhD,Legal,4669.505111751377,21891.739667404352,Vehicle Rollover,Minor Damage,14,2,1,0,YES,NO,5533.31,Ford,2012,4252.61,1016.64,969.78,N
POL09805783,40,206,NY,100/300,1500,2433.97,M,BS,Medical,37302.54462749538,15405.305501724373,Theft,Trivial Damage,17,2,0,1,YES,NO,494.9,Toyota,2016,361.49,60.26,124.01,N
POL69030341,70,209,NY,500/1000,2000,913.81,F,MS,Medical,46401.2177303463,2526.3007998828903,Broken Windshield,Trivial Damage,23,2,0,0,YES,NO,1625.42,Nissan,2007,1002.21,533.54,323.48,Y
POL36532985,73,98,NY,100/300,500,523.75,F,MS,Medical,9616.627306806564,3729.8343044539615,Hit and Run,Minor Damage,12,1,0,2,YES,YES,2442.89,Chevrolet,2019,989.84,499.95,462.16,N
POL68499770,69,5,NY,500/1000,500,3812.03,M,High School,Finance,12528.880667519654,2954.028857725204,Single Vehicle Collision,Major Damage,4,2,0,1,NO,NO,26744.11365674986,Toyota,2009,1686.74,487.86,724.16,Y
POL70600746,40,97,IN,100/300,1000,2018.06,F,BS,Education,8007.746768202068,442.4827150384891,Broken Windshield,Trivial Damage,5,2,0,1,NO,NO,2627.63,BMW,2019,1770.13,909.7,189.59,N
POL14337004,62,41,NY,250/500,500,3261.25,M,High School,Construction,9371.522140686246,20012.73513078598,Single Vehicle Collision,Major Damage,9,1,0,1,YES,NO,11901.54,Mazda,2011,7008.52,2956.42,2367.68,N
POL91744368,22,138,IN,250/500,1500,1881.66,M,MS,Retail,15578.329739059016,15304.492647121704,Parked Car Damage,Major Damage,18,2,1,0,YES,YES,10647.09,Ford,2019,4509.62,1658.49,1621.17,N
POL71638762,48,26,IL,500/1000,1000,4928.84,M,PhD,Legal,14058.54356239411,11461.921782647789,Broken Windshield,Total Loss,17,1,0,0,YES,YES,6148.87,Chevrolet,2017,4709.47,886.27,1300.08,N
POL15774054,70,151,NY,500/1000,2000,1919.41,M,MS,Legal,19258.516277645387,10426.007703671428,Fire Damage,Major Damage,11,2,0,0,YES,NO,1758.39,Mazda,2018,1354.64,179.14,435.23,N
POL58661824,58,226,IL,500/1000,1000,3222.7,F,High School,Legal,26247.14066021872,13841.5978792155,Single Vehicle Collision,Trivial Damage,23,1,2,1,YES,YES,3707.81,Toyota,2025,2304.55,646.45,800.08,N
POL87414278,74,166,NY,100/300,1000,1489.87,M,BS,Finance,36376.708939448785,14248.824697956437,Vehicle Rollover,Minor Damage,15,1,1,1,YES,YES,5326.83,Chevrolet,2009,2967.67,1057.92,631.46,N
POL53141988,74,71,IL,100/300,2000,2830.11,F,MS,Education,44224.434879418746,4172.315488858671,Broken Windshield,Minor Damage,8,3,2,1,YES,YES,4991.91,Mercedes,2011,3299.29,1638.72,346.24,N
POL72634921,71,17,PA,100/300,1000,3106.99,M,High School,Medical,22968.97020768186,15946.042104079388,Single Vehicle Collision,Total Loss,12,2,1,2,YES,NO,12684.03,Toyota,2011,9268.63,4151.37,3066.33,N
POL22339982,23,11,IL,250/500,500,1322.71,F,BS,Medical,45448.67040438244,1440.8242857826347,Parked Car Damage,Major Damage,23,2,0,0,NO,YES,51940.855275394686,Chevrolet,2023,3665.59,1825.03,2349.61,Y
POL15900713,54,44,IN,500/1000,1000,1056.45,M,High School,Finance,33987.8005370821,28159.391716551338,Multi-Vehicle Collision,Major Damage,23,2,0,1,YES,YES,39349.89443931587,Mercedes,2018,4063.78,2206.44,1314.29,Y
POL20448456,74,215,OH,100/300,1000,4881.21,F,MS,Retail,36445.43940746425,21426.542232426367,Broken Windshield,Minor Damage,22,1,2,1,YES,YES,22484.91750626077,Chevrolet,2025,2564.1,412.79,619.61,Y
POL77154176,27,114,IL,250/500,1000,4519.7,M,BS,Finance,26112.17769910573,283.75285533043916,Vehicle Rollover,Total Loss,5,2,0,0,NO,YES,9640.46,Toyota,2015,6610.15,3326.85,581.24,Y
POL60456893,57,86,OH,500/1000,1500,3470.3,F,MS,Finance,26160.9993727612,8664.949534347144,Broken Windshield,Trivial Damage,20,1,1,2,YES,NO,3711.52,Mazda,2013,2761.52,1292.43,221.13,N
POL91164576,24,139,PA,250/500,1500,4374.74,F,MS,Construction,26598.653831312462,29481.647468139647,Hit and Run,Minor Damage,23,1,1,1,YES,NO,1561.38,Chevrolet,2016,799.36,232.45,428.33,N
POL77657666,56,176,PA,500/1000,500,930.02,F,MS,Education,24598.889199010377,1453.7046195534076,Theft,Minor Damage,20,2,0,2,YES,NO,6666.55,Mazda,2022,2917.03,1107.97,260.76,N
POL47608520,55,221,IN,100/300,2000,3782.19,M,MS,Other,22943.92555326715,4401.762359448341,Vehicle Rollover,Minor Damage,16,2,3,0,NO,NO,5041.05,Audi,2018,3923.73,801.5,171.27,N
POL85296455,38,158,IN,250/500,1500,1785.22,F,MS,Tech,38727.99097635563,14313.444306365922,Parked Car Damage,Major Damage,5,3,0,1,NO,NO,7560.1,BMW,2019,4625.44,1461.93,657.04,N
POL21750499,37,91,IL,250/500,1500,2927.72,F,High School,Construction,19384.095250719118,10603.480342122182,Vehicle Rollover,Major Damage,22,2,1,2,NO,NO,11118.53,Chevrolet,2024,7007.69,4113.97,3301.34,N
POL88782988,20,21,NY,250/500,500,3941.66,F,PhD,Legal,10336.752410071731,29556.935637880753,Single Vehicle Collision,Trivial Damage,1,1,0,1,YES,YES,3017.21,Toyota,2016,2368.8,539.72,425.35,N
POL72754422,68,2,PA,500/1000,500,650.66,M,PhD,Retail,6778.463876913721,16187.758570740847,Parked Car Damage,Major Damage,5,1,3,0,YES,YES,20409.20788270938,Honda,2007,1953.45,474.0,586.74,Y
POL06185069,39,91,OH,500/1000,2000,3626.77,M,MS,Other,43978.98012839482,28235.88545939931,Parked Car Damage,Trivial Damage,16,2,0,0,YES,NO,3725.28,Mercedes,2006,2607.24,974.19,149.09,N
POL29873864,64,191,NY,250/500,1000,2456.9,F,MS,Retail,43144.16720687714,11304.62030669457,Multi-Vehicle Collision,Minor Damage,18,1,1,2,NO,YES,7086.96,Ford,2006,4044.18,1516.7,809.88,N
POL00672466,21,76,PA,500/1000,1000,2478.53,F,MS,Other,12182.134894588282,8162.7490370988335,Vehicle Rollover,Minor Damage,17,3,0,0,YES,NO,2832.65,Audi,2012,1688.5,1082.17,278.84,N
POL39032143,45,24,IL,250/500,2000,4582.75,F,BS,Finance,5910.243203718446,8652.613571128008,Fire Damage,Major Damage,22,1,2,1,YES,YES,3791.26,Ford,2014,2252.88,670.12,918.91,N
POL03183933,29,107,PA,100/300,2000,4368.81,F,MS,Finance,48022.945884656445,19097.962460834944,Vehicle Rollover,Major Damage,10,2,1,2,YES,YES,8305.28,Chevrolet,2006,5656.57,3196.49,262.13,N
POL01118406,55,178,IN,250/500,2000,758.9,F,BS,Other,24100.844729614608,18120.420589815356,Vehicle Rollover,Minor Damage,2,1,1,1,NO,YES,7052.81,Toyota,2023,4885.44,982.76,69.71,N
POL54885587,68,0,OH,250/500,500,3282.42,M,High School,Other,4668.857610810023,16608.03456320531,Theft,Major Damage,18,1,0,0,NO,YES,17468.980466735582,Ford,2012,2762.92,922.33,1218.04,Y
POL55245296,53,134,OH,500/1000,1000,2461.31,M,PhD,Medical,10765.399106196783,5672.108513736651,Parked Car Damage,Trivial Damage,8,1,2,1,YES,NO,1751.46,Honda,2015,1348.82,423.57,269.67,N
POL15143697,64,9,IN,500/1000,2000,1030.17,M,MS,Finance,35187.93705126932,7903.376236351252,Single Vehicle Collision,Trivial Damage,12,1,0,0,YES,NO,596.05,Chevrolet,2012,388.14,181.44,157.8,Y
POL45783517,58,133,NY,500/1000,2000,4329.73,M,PhD,Education,4065.815359847108,8673.499837091887,Fire Damage,Minor Damage,7,2,0,2,YES,NO,5686.22,Toyota,2010,3717.43,1575.74,1121.91,N
POL98387135,22,23,IN,100/300,1000,821.8,M,High School,Other,21653.205879565303,25987.036582128057,Multi-Vehicle Collision,Trivial Damage,2,3,0,0,YES,YES,3743.71,Mazda,2010,1624.61,1377.89,234.78,N
POL56696338,30,6,OH,100/300,1000,644.44,M,PhD,Medical,21379.150610509838,24520.001135435086,Multi-Vehicle Collision,Total Loss,5,1,0,0,YES,YES,55267.83853618412,Mazda,2019,4998.54,1602.53,326.24,Y
POL95864178,40,82,IL,100/300,500,1388.82,F,High School,Tech,34283.907742368865,6150.799503480002,Hit and Run,Total Loss,19,3,0,0,YES,NO,20091.19,Mercedes,2023,9685.51,4699.69,5097.63,N
POL25601999,67,227,NY,500/1000,1500,1865.21,M,MS,Education,9970.188947378516,4392.777707361579,Multi-Vehicle Collision,Trivial Damage,21,1,0,1,YES,NO,2352.02,Mazda,2009,1438.89,327.02,684.35,N
POL16246947,47,114,PA,250/500,1500,773.96,F,High School,Retail,49188.53578095802,3064.2025238235606,Vehicle Rollover,Minor Damage,23,2,0,1,NO,NO,2348.67,Honda,2008,1860.08,288.21,414.19,Y
POL62936842,54,8,IL,250/500,500,3385.9,M,MS,Retail,7763.951477294389,2029.1391870072462,Hit and Run,Total Loss,20,1,0,2,NO,NO,13896.52,Audi,2009,6054.53,2145.23,1087.09,N
POL68517973,42,111,NY,250/500,500,2467.18,F,PhD,Education,29918.317013873188,29538.60607177544,Hit and Run,Trivial Damage,15,1,0,0,YES,YES,2717.53,Nissan,2023,2157.96,427.74,287.92,N
POL67990102,65,6,OH,500/1000,1000,2354.85,F,High School,Construction,16405.11315608441,24338.810780017662,Single Vehicle Collision,Trivial Damage,13,1,1,0,YES,YES,1699.17,Nissan,2022,1213.76,597.14,316.62,Y
POL71909520,44,11,OH,500/1000,500,1154.03,F,BS,Finance,6644.003822511612,507.84214445294685,Multi-Vehicle Collision,Major Damage,3,2,1,0,YES,YES,32861.99703126741,Ford,2013,4982.02,2181.56,2233.17,Y
POL38721215,68,167,IL,100/300,500,2470.05,F,BS,Finance,26944.17713594135,198.7665292988894,Broken Windshield,Minor Damage,9,1,0,0,NO,YES,6060.8,Audi,2020,3330.44,2179.47,370.77,N
POL19045624,31,220,NY,500/1000,2000,2255.75,M,BS,Finance,8475.677976682322,20697.589633372885,Multi-Vehicle Collision,Major Damage,1,1,1,0,YES,NO,8812.98,Nissan,2023,6072.01,3265.35,378.43,N
POL46220165,74,10,PA,250/500,500,2226.39,M,MS,Retail,33992.435158657165,9338.18965037198,Vehicle Rollover,Minor Damage,23,3,0,0,YES,NO,18397.7790420138,Audi,2008,2168.31,399.48,699.2,Y
POL66339350,65,47,PA,100/300,500,1483.55,F,High School,Education,1621.5437579755464,2968.5660042345075,Single Vehicle Collision,Major Damage,16,2,0,0,NO,YES,85160.23718952268,Ford,2023,6270.21,2456.3,1064.85,Y
POL82432625,64,190,IN,100/300,2000,924.97,F,BS,Other,25519.72960608519,13920.484938625525,Parked Car Damage,Trivial Damage,10,1,1,0,YES,NO,23853.60940080936,Toyota,2018,2412.5,709.28,530.69,Y
POL38140307,71,68,IL,500/1000,1000,1673.19,F,MS,Finance,10949.142818040009,565.1381047884596,Fire Damage,Minor Damage,8,3,2,1,NO,NO,2487.92,Ford,2025,1514.17,577.82,11.84,N
POL55984142,53,180,NY,100/300,1000,3502.72,F,BS,Construction,47499.727182049966,12746.413767440776,Theft,Minor Damage,9,1,0,0,YES,NO,6557.5,Honda,2019,4596.89,1867.61,1184.21,N
POL02484350,56,181,IL,100/300,500,828.16,M,PhD,Medical,35526.59414606948,7127.3352834655125,Parked Car Damage,Minor Damage,10,1,2,0,YES,NO,691.9,Honda,2017,547.52,274.38,87.71,N
POL74509332,33,1,PA,500/1000,500,2220.46,M,PhD,Retail,37764.09434093445,7946.301611372812,Parked Car Damage,Total Loss,23,2,1,0,NO,NO,78979.87071203423,Nissan,2020,6852.87,1526.59,1616.88,Y
POL80999702,73,118,NY,100/300,1500,2814.69,F,PhD,Legal,35267.50662847882,8586.930908963132,Hit and Run,Trivial Damage,1,1,1,0,YES,NO,2534.7,Mercedes,2009,1525.56,891.16,187.63,Y
POL44043109,39,44,OH,250/500,2000,4834.18,F,BS,Construction,33294.77268919294,9231.098189763748,Broken Windshield,Trivial Damage,16,3,1,0,NO,YES,3142.36,Toyota,2014,2272.07,1059.6,748.41,N
POL07718235,38,124,OH,500/1000,1500,4297.21,F,MS,Education,6902.400250317886,601.2701310123858,Parked Car Damage,Trivial Damage,10,1,2,2,YES,YES,2506.21,Nissan,2017,1212.67,750.54,223.36,N
POL32773765,71,217,NY,250/500,500,4624.76,F,BS,Construction,49871.41825726704,17106.155199616715,Vehicle Rollover,Total Loss,10,1,0,2,YES,YES,21679.02,Ford,2021,9462.99,2416.45,913.7,N
POL54761727,38,13,IL,250/500,1500,4190.01,F,MS,Education,32868.77920707739,16436.701453705842,Parked Car Damage,Trivial Damage,5,2,3,0,YES,YES,15876.564567593534,Mercedes,2025,1337.24,539.49,398.82,Y
POL57355481,25,230,IL,250/500,1500,3151.02,F,BS,Education,44868.95204549013,19524.213913336585,Broken Windshield,Major Damage,4,1,2,0,NO,NO,3913.87,Mercedes,2024,1871.55,690.2,637.42,N
POL47126661,66,156,OH,250/500,1000,4373.54,M,MS,Education,25190.300527129515,4797.47409289565,Multi-Vehicle Collision,Trivial Damage,17,1,0,0,YES,YES,1462.77,Ford,2018,665.22,310.59,293.39,N
POL53939294,33,6,OH,100/300,2000,3043.61,F,BS,Tech,14298.554949081426,29844.525985380766,Fire Damage,Trivial Damage,13,1,0,0,YES,NO,11454.78937493619,Audi,2019,1649.53,783.4,649.62,Y
POL27021501,72,134,PA,100/300,1000,2109.87,F,High School,Medical,21861.46769091436,4074.712194177943,Single Vehicle Collision,Trivial Damage,4,2,1,1,YES,YES,3089.31,Ford,2021,2135.94,419.42,184.29,N
POL34339062,48,36,NY,500/1000,1000,2175.54,F,High School,Construction,19957.97171491709,24346.67283495839,Single Vehicle Collision,Trivial Damage,15,1,2,1,YES,YES,637.82,BMW,2017,481.01,130.56,96.6,N
POL79895824,59,52,IL,500/1000,1500,3044.58,F,MS,Other,797.9687858358619,6610.811401521497,Multi-Vehicle Collision,Minor Damage,13,1,0,1,YES,YES,6895.22,Audi,2010,4823.48,757.34,1690.68,N
POL77339129,27,17,PA,250/500,2000,4142.48,F,PhD,Other,33746.90688943692,13171.098400452562,Single Vehicle Collision,Trivial Damage,17,1,0,1,YES,NO,1408.13,Honda,2017,715.56,152.32,184.92,N
POL90371912,49,214,IL,250/500,500,1101.44,F,PhD,Tech,36882.36672592889,9726.069319280366,Broken Windshield,Minor Damage,1,1,1,0,YES,YES,589.34,Mazda,2020,320.31,205.74,160.66,N
POL75939557,51,235,OH,500/1000,2000,676.69,F,PhD,Construction,2045.6393845960263,9231.285243132459,Fire Damage,Major Damage,6,2,0,1,YES,YES,11166.84,Audi,2023,7812.29,4304.29,2323.3,N
POL14211622,26,37,NY,500/1000,1000,4053.06,M,MS,Finance,12297.168438252387,14595.369263425668,Single Vehicle Collision,Trivial Damage,7,1,1,1,NO,NO,1301.93,Nissan,2009,798.05,230.38,100.83,N
POL06591004,34,186,IN,500/1000,1500,3414.16,F,High School,Construction,33221.815381091474,7188.83934311754,Multi-Vehicle Collision,Trivial Damage,10,1,0,1,NO,YES,3082.16,Ford,2024,1274.25,896.22,586.75,N
POL43643644,28,128,NY,500/1000,500,4195.9,M,MS,Other,16094.739751715664,16405.683263069353,Vehicle Rollover,Trivial Damage,20,1,2,0,YES,NO,448.49,Honda,2015,338.96,175.12,40.88,N
POL43296914,49,7,IN,250/500,1000,4895.04,F,BS,Tech,46692.49146725133,7520.465799955888,Hit and Run,Trivial Damage,20,1,0,0,YES,NO,2890.3,Ford,2020,2258.15,777.23,433.4,Y
POL22007227,27,43,PA,500/1000,1500,1631.27,M,BS,Other,5629.792770328246,29187.520947737743,Parked Car Damage,Major Damage,23,3,0,1,YES,NO,3817.83,BMW,2006,1864.71,1293.73,332.31,N
POL68352780,39,46,IN,100/300,1000,1374.31,M,BS,Tech,46404.34586244459,7182.312155700343,Multi-Vehicle Collision,Minor Damage,16,1,2,0,YES,NO,12520.909510101677,Ford,2009,915.89,484.3,518.96,Y
POL87857109,74,34,IN,250/500,1500,2034.4,M,BS,Retail,45697.97122518715,22938.665646759087,Multi-Vehicle Collision,Total Loss,4,2,0,1,NO,YES,2824.45,Honda,2012,1737.29,781.45,680.29,N
POL33853000,34,214,PA,100/300,2000,4450.83,M,BS,Education,47788.279901448135,14091.515613191294,Theft,Major Damage,10,2,1,0,YES,NO,10799.61,Audi,2012,8125.26,2845.02,2377.02,N
POL90063258,21,218,NY,500/1000,1000,562.84,F,BS,Tech,3861.386181922366,1137.568154482146,Single Vehicle Collision,Minor Damage,11,3,2,0,YES,YES,59127.86865069483,Nissan,2017,4317.2,2628.24,1476.55,Y
POL67754658,65,59,PA,100/300,2000,547.4,M,PhD,Education,13620.070716888755,4581.103437570251,Fire Damage,Trivial Damage,3,2,1,1,YES,NO,3773.67,Nissan,2021,1729.24,1292.29,11.94,N
POL61728470,69,8,OH,500/1000,2000,1475.54,F,PhD,Medical,12565.996606502827,27856.83413434271,Parked Car Damage,Minor Damage,19,1,0,0,YES,YES,23142.591286397652,Honda,2021,1112.08,856.08,302.28,Y
POL34463324,64,4,OH,100/300,1500,2191.62,F,BS,Tech,44264.68662666218,24608.55254577942,Hit and Run,Minor Damage,22,1,2,0,YES,YES,500.75,Mercedes,2023,242.86,69.73,122.31,Y
POL65684154,42,7,IN,250/500,500,1860.56,F,MS,Retail,40358.8136986487,4324.459307482751,Hit and Run,Minor Damage,1,1,0,0,YES,YES,9988.476575564455,Nissan,2008,1435.77,450.65,618.71,Y
POL63517573,38,106,PA,100/300,2000,4212.13,F,High School,Retail,7944.736664448365,1531.5323082134923,Multi-Vehicle Collision,Trivial Damage,23,1,1,0,YES,YES,14495.787209186867,Honda,2006,1844.66,1047.68,371.19,Y
POL51851769,54,207,PA,250/500,1000,3603.75,M,BS,Finance,7073.898222403019,4581.284310485896,Broken Windshield,Minor Damage,23,2,0,0,YES,YES,2809.73,Nissan,2008,1162.02,491.3,67.36,N
POL65959656,55,168,PA,100/300,1000,4270.25,F,BS,Tech,23706.5600110578,17517.869305999688,Fire Damage,Trivial Damage,23,1,0,0,YES,YES,6753.457131096208,Mazda,2010,666.2,312.93,93.64,Y
POL00337522,66,130,NY,100/300,1500,2226.92,M,MS,Medical,8666.97248633813,19007.036556718085,Fire Damage,Minor Damage,20,2,0,2,YES,YES,1899.41,Mercedes,2017,887.1,554.39,334.81,N
POL96484210,18,223,IL,250/500,2000,3181.15,M,PhD,Education,23795.0240579349,11367.423938193147,Theft,Total Loss,16,1,0,0,YES,NO,18409.61,Toyota,2011,7480.82,5142.39,1832.78,N
POL92225145,42,196,IL,250/500,500,2819.55,F,MS,Construction,42234.73085978289,8426.641515572812,Fire Damage,Trivial Damage,19,1,2,0,NO,YES,1617.3,Ford,2022,1030.66,234.4,387.68,N
POL57953723,68,211,IL,500/1000,500,2636.27,F,High School,Legal,24995.712692058652,6207.304289138093,Vehicle Rollover,Major Damage,21,1,0,1,YES,YES,2306.42,Honda,2008,1723.66,856.08,599.67,N
POL76604142,53,141,NY,250/500,1000,1796.46,M,High School,Construction,36222.25884095715,13166.163751471442,Vehicle Rollover,Trivial Damage,22,1,0,2,NO,NO,2805.84,Mercedes,2017,2164.5,652.35,32.93,N
POL64302970,34,95,PA,250/500,1500,3691.49,M,MS,Other,12503.589818448096,676.8305949540909,Multi-Vehicle Collision,Major Damage,11,1,0,0,NO,NO,7194.17,Audi,2016,3209.91,728.69,1420.98,N
POL81372298,58,25,IL,500/1000,2000,2858.13,M,BS,Construction,13289.382056837512,261.1859846086784,Theft,Minor Damage,23,1,1,0,YES,YES,16012.692852257029,Chevrolet,2009,2602.43,345.24,536.05,Y
POL21093524,41,110,PA,250/500,1000,853.71,F,PhD,Construction,29689.158246699164,23933.017587165017,Broken Windshield,Trivial Damage,11,1,1,0,YES,YES,2432.42,Mercedes,2007,1237.25,317.84,14.76,N
POL39229501,19,197,IN,250/500,1500,502.35,M,BS,Tech,42621.49027654846,15910.754518001344,Vehicle Rollover,Minor Damage,5,1,0,1,YES,NO,2308.37,Nissan,2025,989.39,838.99,536.79,N
POL49628407,57,122,IL,100/300,500,591.44,F,BS,Finance,26555.506627403764,23436.35150008536,Broken Windshield,Minor Damage,1,1,0,1,NO,YES,5369.59,Ford,2013,2811.88,1349.01,521.36,Y
POL69539087,32,185,IN,500/1000,1000,841.78,M,BS,Other,9914.063667505268,3417.7971415099773,Theft,Total Loss,15,2,3,0,NO,YES,6153.78,Mazda,2015,3884.77,1422.78,1386.77,N
POL83476790,49,227,NY,500/1000,1500,2169.29,M,BS,Retail,10891.585560714873,24459.965216615077,Parked Car Damage,Trivial Damage,12,1,2,2,YES,YES,2750.94,BMW,2020,2158.84,1098.71,62.56,N
POL07824466,56,167,OH,100/300,500,1875.5,F,PhD,Legal,30850.74323350086,27682.142918211735,Vehicle Rollover,Minor Damage,22,2,0,0,YES,YES,3856.99,Mercedes,2012,2359.88,456.03,47.63,N
POL66948360,23,8,NY,500/1000,1500,1204.89,M,MS,Construction,5169.6613092039715,16001.206456471105,Parked Car Damage,Total Loss,23,3,0,0,YES,YES,4410.0,Toyota,2020,2949.49,840.83,430.43,Y
POL94386825,18,122,NY,100/300,1000,2819.52,F,High School,Tech,3273.855327779862,3163.1112753644775,Fire Damage,Major Damage,15,1,0,2,YES,NO,37212.36623916304,Mercedes,2021,2186.78,970.28,377.42,Y
